1,0,0,0
2,11.836,2.1109,14.314
3,8.9851,1.6024,10.866
4,8.7315,1.5572,10.559
5,8.4537,1.5077,10.224
6,8.179,1.4586,9.8913
7,7.907,1.4101,9.5624
8,7.6379,1.3622,9.237
9,7.3718,1.3147,8.9152
10,7.1088,1.2678,8.5971
11,6.8489,1.2214,8.2828
12,6.5923,1.1757,7.9725
13,6.3391,1.1305,7.6662
14,6.0892,1.086,7.364
15,6.8416,1.277,8.2522
16,6.3582,1.1771,7.6728
17,6.0975,1.1294,7.358
18,5.8385,1.0819,7.0453
19,5.5834,1.0351,6.7373
20,5.3323,0.98898,6.4341
21,5.0852,0.94362,6.1358
22,4.8422,0.89901,5.8424
23,4.6034,0.85515,5.5541
24,5.3291,1.0188,6.4155
25,4.8672,0.92667,5.8614
26,4.6204,0.88067,5.5637
27,4.3759,0.83503,5.2689
28,4.1358,0.79021,4.9794
29,3.9003,0.74623,4.6954
30,3.6694,0.70308,4.417
31,4.3852,0.8571,5.2685
32,3.9364,0.76835,4.7302
33,3.699,0.72353,4.4442
34,3.4643,0.67915,4.1615
35,3.2345,0.63568,3.8846
36,3.0094,0.59311,3.6135
37,3.6748,0.69742,4.4148
38,3.2461,0.62148,3.8985
39,3.0166,0.57847,3.6221
40,2.7901,0.53607,3.3494
41,2.5687,0.4946,3.0827
42,3.15,0.51785,3.7999
43,2.7465,0.46288,3.3098
44,2.5231,0.42285,3.0404
45,2.303,0.38361,2.775
46,2.0881,0.34531,2.5158
47,2.5923,0.29331,3.1564
48,2.2158,0.2604,2.6944
49,2.001,0.22522,2.4347
50,1.7899,0.19099,2.1794
51,2.2168,0.069614,2.7421
52,1.8637,0.058431,2.3039
53,1.6547,0.028829,2.0501
54,1.4496,0.00030606,1.8008
55,1.2498,-0.027345,1.558
56,1.6481,-0.17316,2.093
57,1.3159,-0.17041,1.677
58,1.1191,-0.19294,1.4367
59,0.92626,-0.21439,1.201
60,1.2952,-0.37807,1.7063
61,0.97883,-0.36346,1.3064
62,0.78976,-0.37947,1.0741
63,0.60471,-0.39441,0.84651
64,0.97648,-0.54006,1.3541
65,0.66903,-0.5219,0.96373
66,0.48779,-0.53189,0.73955
67,0.31055,-0.54092,0.52012
68,0.725,-0.62628,1.0701
69,0.41687,-0.61549,0.67956
70,0.24255,-0.62098,0.46269
71,0.072104,-0.62571,0.25046
72,0.7683,-0.40902,1.0822
73,0.40063,-0.46582,0.6326
74,0.22705,-0.47361,0.41691
75,0.056743,-0.48133,0.20525
76,0.52287,-0.46919,0.80743
77,0.21078,-0.48043,0.41386
78,0.042284,-0.48691,0.20369
79,-0.12248,-0.4929,-0.0019679
80,0.27061,-0.52781,0.52855
81,-0.017132,-0.52569,0.15957
82,-0.17857,-0.52954,-0.043087
83,-0.33617,-0.53285,-0.24114
84,0.17449,-0.42228,0.40941
85,-0.13286,-0.452,0.020791
86,-0.28974,-0.4564,-0.1769
87,-0.4431,-0.4606,-0.37029
88,-0.59149,-0.46437,-0.55753
89,-0.04719,-0.29428,0.13187
90,-0.35147,-0.33898,-0.25299
91,-0.50001,-0.34521,-0.44086
92,-0.64521,-0.35141,-0.62463
93,-0.051723,-0.10151,0.11987
94,-0.36402,-0.16845,-0.27407
95,-0.51055,-0.17888,-0.45976
96,-0.65388,-0.18944,-0.64151
97,-0.017115,0.13199,0.15394
98,-0.33766,0.04246,-0.2499
99,-0.48337,0.026115,-0.43479
100,-0.62604,0.0095185,-0.6159
101,0.048188,0.39431,0.22656
102,-0.28065,0.28213,-0.1879
103,-0.42662,0.25841,-0.37326
104,-0.56966,0.23436,-0.55498
105,0.1346,0.67204,0.32878
106,-0.20199,0.53804,-0.096446
107,-0.34908,0.5058,-0.2834
108,-0.49332,0.47318,-0.46682
109,0.21633,0.93771,0.43656
110,-0.1231,0.78683,0.0044691
111,-0.27158,0.74558,-0.18468
112,-0.41724,0.70398,-0.37034
113,0.27612,1.1701,0.53351
114,-0.061185,1.008,0.098517
115,-0.21081,0.95787,-0.092933
116,-0.3576,0.90752,-0.2809
117,0.28255,1.3314,0.58597
118,-0.043347,1.1688,0.15703
119,-0.193,1.1111,-0.035963
120,-0.33973,1.0533,-0.2254
121,0.17478,1.3588,0.53318
122,-0.12081,1.2159,0.12851
123,-0.26776,1.1535,-0.063653
124,-0.41154,1.0914,-0.25204
125,0.082074,1.3795,0.50376
126,-0.20493,1.2357,0.10102
127,-0.34856,1.1695,-0.090064
128,-0.48902,1.1039,-0.27738
129,-0.010992,1.3761,0.48058
130,-0.29024,1.2318,0.078606
131,-0.4303,1.1627,-0.1115
132,-0.5672,1.0941,-0.29785
133,-0.093415,1.3585,0.47268
134,-0.36736,1.2128,0.068831
135,-0.50389,1.1411,-0.12061
136,-0.63729,1.0702,-0.30635
137,-0.14026,1.3511,0.50469
138,-0.41561,1.1986,0.091809
139,-0.54924,1.1244,-0.097926
140,-0.67986,1.051,-0.28405
141,-0.14511,1.3608,0.5784
142,-0.42622,1.1984,0.15264
143,-0.558,1.1214,-0.038614
144,-0.68689,1.0451,-0.22637
145,-0.078107,1.4189,0.72149
146,-0.37502,1.2377,0.27315
147,-0.50678,1.1567,0.078433
148,-0.63584,1.0763,-0.11296
149,-0.053825,1.4131,0.8166
150,-0.34457,1.2361,0.36824
151,-0.47602,1.1519,0.17029
152,-0.60476,1.0686,-0.024257
153,0.019505,1.4375,0.95412
154,-0.28109,1.2494,0.49015
155,-0.41321,1.1619,0.28803
156,-0.54273,1.0753,0.089243
157,0.12795,1.4811,1.1183
158,-0.18485,1.2802,0.63696
159,-0.31882,1.1887,0.42958
160,-0.45032,1.0982,0.22547
161,0.2064,1.4818,1.243
162,-0.10549,1.2816,0.75796
163,-0.24119,1.187,0.54559
164,-0.37438,1.0934,0.33658
165,0.31205,1.5,1.3844
166,-0.0091074,1.2907,0.88618
167,-0.14719,1.1928,0.66838
168,-0.28282,1.0959,0.45393
169,-0.41419,1.0013,0.24564
170,0.28164,1.4109,1.3038
171,-0.039616,1.1997,0.80404
172,-0.17615,1.1009,0.58684
173,-0.31028,1.0033,0.373
174,0.34289,1.3682,1.3868
175,0.028544,1.1642,0.89104
176,-0.10983,1.0636,0.6694
177,-0.24572,0.96424,0.45129
178,0.35491,1.2765,1.4105
179,0.051056,1.0833,0.92274
180,-0.087959,0.9823,0.69813
181,-0.22437,0.88279,0.47723
182,0.17116,0.99176,1.2293
183,-0.083936,0.84748,0.78813
184,-0.21909,0.75082,0.5653
185,-0.35122,0.65613,0.34666
186,-0.030677,0.69372,1.0221
187,-0.26252,0.57262,0.60224
188,-0.39184,0.48242,0.3834
189,-0.51803,0.39435,0.16893
190,-0.22135,0.41382,0.81967
191,-0.44023,0.30524,0.41091
192,-0.56319,0.22209,0.19683
193,-0.68302,0.1411,-0.012837
194,-0.32648,0.22719,0.69788
195,-0.55208,0.11123,0.28057
196,-0.67009,0.033741,0.070029
197,-0.78517,-0.041777,-0.13625
198,-0.41516,0.065429,0.58915
199,-0.63828,-0.048919,0.17247
200,-0.75195,-0.1214,-0.034991
201,-0.8628,-0.192,-0.23824
202,-0.45774,-0.041436,0.52467
203,-0.68421,-0.16023,0.10265
204,-0.79455,-0.22877,-0.10259
205,-0.9022,-0.29555,-0.30372
206,-0.46892,-0.10822,0.49109
207,-0.69839,-0.23125,0.06397
208,-0.80628,-0.29682,-0.13986
209,-0.9116,-0.36077,-0.33967
210,-0.45966,-0.14625,0.47873
211,-0.69089,-0.2724,0.047529
212,-0.79701,-0.33579,-0.15551
213,-0.90066,-0.39764,-0.35459
214,-0.42607,-0.15213,0.49275
215,-0.66081,-0.28324,0.055449
216,-0.76588,-0.34529,-0.14752
217,-0.86858,-0.40589,-0.34659
218,-0.43202,-0.19048,0.47059
219,-0.65654,-0.31287,0.040543
220,-0.75999,-0.3731,-0.16179
221,-0.86104,-0.43186,-0.36018
222,-0.41247,-0.19772,0.47781
223,-0.63796,-0.32242,0.043564
224,-0.74014,-0.38128,-0.15856
225,-0.84,-0.43875,-0.3568
226,-0.40762,-0.21555,0.47434
227,-0.62785,-0.3361,0.041916
228,-0.72862,-0.39352,-0.15993
229,-0.82709,-0.44957,-0.35788
230,-0.42583,-0.25357,0.45231
231,-0.63695,-0.36588,0.025265
232,-0.7358,-0.42138,-0.17587
233,-0.83232,-0.47547,-0.37308
234,-0.48345,-0.32951,0.39522
235,-0.67966,-0.42745,-0.020851
236,-0.77556,-0.48002,-0.22038
237,-0.86909,-0.53112,-0.4159
238,-0.52618,-0.39027,0.35758
239,-0.71739,-0.48339,-0.057708
240,-0.8103,-0.53296,-0.2557
241,-0.90089,-0.5811,-0.44973
242,-0.54553,-0.42854,0.34763
243,-0.73625,-0.52093,-0.071593
244,-0.82664,-0.5679,-0.26864
245,-0.91479,-0.61352,-0.46179
246,-0.99974,-0.65736,-0.64885
247,-0.62247,-0.48694,0.1862
248,-0.81171,-0.57848,-0.23368
249,-0.89713,-0.6217,-0.42469
250,-0.98045,-0.66366,-0.61194
251,-0.59961,-0.49367,0.23881
252,-0.78783,-0.58291,-0.18511
253,-0.87186,-0.62436,-0.37669
254,-0.95385,-0.66461,-0.56458
255,-0.58697,-0.51384,0.28421
256,-0.77031,-0.59644,-0.14004
257,-0.85285,-0.63588,-0.33227
258,-0.93338,-0.67414,-0.52081
259,-0.53989,-0.50304,0.36658
260,-0.72795,-0.58819,-0.067807
261,-0.80975,-0.6262,-0.26156
262,-0.88965,-0.66312,-0.45171
263,-0.46735,-0.47039,0.47662
264,-0.66168,-0.55919,0.030375
265,-0.74359,-0.59645,-0.1659
266,-0.8237,-0.6327,-0.35865
267,-0.90092,-0.66745,-0.54541
268,-0.51372,-0.51881,0.36284
269,-0.69644,-0.59445,-0.074491
270,-0.7751,-0.62874,-0.26702
271,-0.85195,-0.662,-0.45603
272,-0.48629,-0.54275,0.44264
273,-0.66346,-0.60957,0.0048795
274,-0.7414,-0.64185,-0.18969
275,-0.81754,-0.67308,-0.38072
276,-0.43752,-0.54798,0.54541
277,-0.61737,-0.61382,0.098543
278,-0.69503,-0.64433,-0.098654
279,-0.77096,-0.67385,-0.29235
280,-0.84415,-0.70205,-0.48008
281,-0.43882,-0.5608,0.48716
282,-0.62127,-0.62693,0.034385
283,-0.69669,-0.65492,-0.16045
284,-0.77049,-0.68201,-0.3519
285,-0.38799,-0.57031,0.60458
286,-0.56576,-0.62806,0.14986
287,-0.64139,-0.65442,-0.048446
288,-0.71538,-0.67987,-0.24332
289,-0.78673,-0.70413,-0.43223
290,-0.38463,-0.58004,0.55933
291,-0.56424,-0.63742,0.099238
292,-0.63799,-0.66136,-0.097315
293,-0.7102,-0.6845,-0.29053
294,-0.28767,-0.5446,0.73375
295,-0.47332,-0.6045,0.26053
296,-0.54845,-0.62778,0.058997
297,-0.6221,-0.65032,-0.13923
298,-0.69319,-0.67177,-0.33146
299,-0.28625,-0.55217,0.69291
300,-0.46686,-0.60523,0.22086
301,-0.54066,-0.62655,0.020303
302,-0.61299,-0.64714,-0.17696
